station,sensor,start,end,comment
51071120473,Ta_200,2013-08-14T03:00,2013-08-14T08:15,"hel2:51071120473 malfunction"
51071120473,Ta_200,2014-12-07T04:45,2014-12-07T10:20,"hel2:51071120473 malfunction"
51021020232,Ta_200,2013-03-03T00:40,2013-03-03T05:55,"hel4:51021020232 malfunction"
51111220729,Ta_200,2014-10-11T22:40,2014-10-12T03:55,"hel5:51111220729 malfunction"
