plotID,datetime,Ta_200
rec123,2010-01-05T07,-11.10000
rec123,2010-01-05T08,-11.18000
rec123,2010-01-05T09,-12.21000
rec123,2010-01-05T10,-10.74000
rec123,2010-01-05T11,-8.62000
rec123,2010-01-05T12,-7.99000
rec123,2010-01-05T13,-5.26000
rec123,2010-01-05T14,-4.13000
rec123,2010-01-05T15,-3.48000
rec123,2010-01-05T16,-6.08000
rec123,2010-01-05T17,-9.30000
rec123,2010-01-05T18,-10.62000
rec123,2010-01-05T19,-12.40000
rec123,2010-01-05T20,-13.24000
rec123,2010-01-05T21,-14.49000
rec123,2010-01-05T22,-14.80000
rec123,2010-01-05T23,-16.26000
rec123,2010-01-06T00,-16.92000
rec123,2010-01-06T01,-17.30000
rec123,2010-01-06T02,-17.79000
rec123,2010-01-06T03,-16.89000
rec123,2010-01-06T04,-15.98000
rec123,2010-01-06T05,-15.30000
rec123,2010-01-06T06,-15.48000
rec123,2010-01-06T07,-14.59000
rec123,2010-01-06T08,-14.21000
rec123,2010-01-06T09,-13.67000
rec123,2010-01-06T10,-12.83000
rec123,2010-01-06T11,-11.73000
rec123,2010-01-06T12,-11.18000
rec123,2010-01-06T13,-9.27000
rec123,2010-01-06T14,-8.38000
rec123,2010-01-06T15,-8.05000
rec123,2010-01-06T16,-7.70000
rec123,2010-01-06T17,-7.50000
rec123,2010-01-06T18,-7.42000
rec123,2010-01-06T19,-7.42000
rec123,2010-01-06T20,-7.45000
rec123,2010-01-06T21,-7.45000
rec123,2010-01-06T22,-7.29000
rec123,2010-01-06T23,-7.12000
rec123,2010-01-07T00,-7.18000
rec123,2010-01-07T01,-7.35000
rec123,2010-01-07T02,-7.33000
rec123,2010-01-07T03,-7.32000
rec123,2010-01-07T04,-7.26000
rec123,2010-01-07T05,-7.21000
rec123,2010-01-07T06,-7.26000
rec123,2010-01-07T07,-7.58000
rec123,2010-01-07T08,-7.39000
rec123,2010-01-07T09,-7.42000
rec123,2010-01-07T10,-7.02000
rec123,2010-01-07T11,-5.88000
rec123,2010-01-07T12,-5.83000
rec123,2010-01-07T13,-4.97000
rec123,2010-01-07T14,-4.50000
rec123,2010-01-07T15,-3.48000
rec123,2010-01-07T16,-3.07000
rec123,2010-01-07T17,-7.08000
rec123,2010-01-07T18,-8.44000
rec123,2010-01-07T19,-10.29000
rec123,2010-01-07T20,-11.01000
rec123,2010-01-07T21,-12.56000
rec123,2010-01-07T22,-12.85000
rec123,2010-01-07T23,-13.97000
rec123,2010-01-08T00,-14.10000
rec123,2010-01-08T01,-14.87000
rec123,2010-01-08T02,-14.56000
rec123,2010-01-08T03,-14.09000
rec123,2010-01-08T04,-13.52000
rec123,2010-01-08T05,-12.43000
rec123,2010-01-08T06,-11.28000
rec123,2010-01-08T07,-9.82000
rec123,2010-01-08T08,-9.27000
rec123,2010-01-08T09,-8.60000
rec123,2010-01-08T10,-8.07000
rec123,2010-01-08T11,-8.09000
rec123,2010-01-08T12,-7.97000
rec123,2010-01-08T13,-7.84000
rec123,2010-01-08T14,-7.49000
rec123,2010-01-08T15,-7.26000
rec123,2010-01-08T16,-7.37000
rec123,2010-01-08T17,-7.14000
rec123,2010-01-08T18,-7.09000
rec123,2010-01-08T19,-7.45000
rec123,2010-01-08T20,-7.14000
rec123,2010-01-08T21,-6.89000
rec123,2010-01-08T22,-6.72000
rec123,2010-01-08T23,-6.28000
rec123,2010-01-09T00,-6.01000
rec123,2010-01-09T01,-5.86000
rec123,2010-01-09T02,-5.95000
rec123,2010-01-09T03,-5.85000
rec123,2010-01-09T04,-5.44000
rec123,2010-01-09T05,-5.11000
rec123,2010-01-09T06,-4.88000
rec123,2010-01-09T07,-4.61000
rec123,2010-01-09T08,-4.53000
rec123,2010-01-09T09,-4.48000
rec123,2010-01-09T10,-4.25000
rec123,2010-01-09T11,-3.93000
rec123,2010-01-09T12,-3.82000
rec123,2010-01-09T13,-3.82000
rec123,2010-01-09T14,-3.89000
rec123,2010-01-09T15,-3.93000
rec123,2010-01-09T16,-4.04000
rec123,2010-01-09T17,-4.22000
rec123,2010-01-09T18,-4.33000
rec123,2010-01-09T19,-4.43000
rec123,2010-01-09T20,-4.54000
rec123,2010-01-09T21,-4.59000
rec123,2010-01-09T22,-4.63000
rec123,2010-01-09T23,-4.68000
rec123,2010-01-10T00,-4.74000
rec123,2010-01-10T01,-4.78000
rec123,2010-01-10T02,-4.79000
rec123,2010-01-10T03,-4.76000
rec123,2010-01-10T04,-4.84000
rec123,2010-01-10T05,-4.84000
rec123,2010-01-10T06,-4.80000
rec123,2010-01-10T07,-4.71000
rec123,2010-01-10T08,-4.67000
rec123,2010-01-10T09,-4.63000
rec123,2010-01-10T10,-4.48000
rec123,2010-01-10T11,-3.98000
rec123,2010-01-10T12,-3.54000
rec123,2010-01-10T13,-3.45000
rec123,2010-01-10T14,-3.57000
rec123,2010-01-10T15,-3.59000
rec123,2010-01-10T16,-3.90000
rec123,2010-01-10T17,-4.17000
rec123,2010-01-10T18,-4.38000
rec123,2010-01-10T19,-4.64000
rec123,2010-01-10T20,-4.87000
rec123,2010-01-10T21,-5.03000
rec123,2010-01-10T22,-5.19000
rec123,2010-01-10T23,-5.28000
rec123,2010-01-11T00,-5.30000
rec123,2010-01-11T01,-5.37000
rec123,2010-01-11T02,-5.46000
rec123,2010-01-11T03,-5.30000
rec123,2010-01-11T04,-5.27000
rec123,2010-01-11T05,-5.19000
rec123,2010-01-11T06,-5.14000
rec123,2010-01-11T07,-5.44000
rec123,2010-01-11T08,-6.05000
rec123,2010-01-11T09,-6.09000
rec123,2010-01-11T10,-5.91000
rec123,2010-01-11T11,-5.43000
rec123,2010-01-11T12,-5.44000
rec123,2010-01-11T13,-5.32000
rec123,2010-01-11T14,-5.46000
rec123,2010-01-11T15,-5.83000
rec123,2010-01-11T16,-6.15000
rec123,2010-01-11T17,-6.53000
rec123,2010-01-11T18,-6.77000
rec123,2010-01-11T19,-6.95000
rec123,2010-01-11T20,-6.90000
rec123,2010-01-11T21,-6.91000
rec123,2010-01-11T22,-6.95000
rec123,2010-01-11T23,-6.93000
rec123,2010-01-12T00,-6.97000
rec123,2010-01-12T01,-7.03000
rec123,2010-01-12T02,-7.06000
rec123,2010-01-12T03,-7.02000
rec123,2010-01-12T04,-6.91000
rec123,2010-01-12T05,-6.90000
rec123,2010-01-12T06,-6.94000
rec123,2010-01-12T07,-6.93000
rec123,2010-01-12T08,-6.97000
rec123,2010-01-12T09,-6.99000
rec123,2010-01-12T10,-6.66000
rec123,2010-01-12T11,-6.26000
rec123,2010-01-12T12,-5.65000
rec123,2010-01-12T13,-5.24000
rec123,2010-01-12T14,-5.04000
rec123,2010-01-12T15,-5.38000
rec123,2010-01-12T16,-6.03000
rec123,2010-01-12T17,-7.47000
rec123,2010-01-12T18,-7.51000
rec123,2010-01-12T19,-7.66000
rec123,2010-01-12T20,-7.52000
rec123,2010-01-12T21,-7.05000
rec123,2010-01-12T22,-8.14000
rec123,2010-01-12T23,-8.67000
rec123,2010-01-13T00,-9.09000
rec123,2010-01-13T01,-9.86000
rec123,2010-01-13T02,-10.68000
rec123,2010-01-13T03,-11.03000
rec123,2010-01-13T04,-10.95000
rec123,2010-01-13T05,-11.01000
rec123,2010-01-13T06,-10.86000
rec123,2010-01-13T07,-10.73000
rec123,2010-01-13T08,-11.18000
rec123,2010-01-13T09,-11.50000
rec123,2010-01-13T10,-11.85000
rec123,2010-01-13T11,-10.55000
rec123,2010-01-13T12,-10.07000
rec123,2010-01-13T13,-8.94000
rec123,2010-01-13T14,-8.00000
rec123,2010-01-13T15,-8.32000
rec123,2010-01-13T16,-7.98000
rec123,2010-01-13T17,-8.41000
rec123,2010-01-13T18,-10.51000
rec123,2010-01-13T19,-10.15000
rec123,2010-01-13T20,-9.63000
rec123,2010-01-13T21,-9.19000
rec123,2010-01-13T22,-8.12000
rec123,2010-01-13T23,-6.99000
rec123,2010-01-14T00,-6.77000
rec123,2010-01-14T01,-6.16000
rec123,2010-01-14T02,-5.80000
rec123,2010-01-14T03,-5.61000
rec123,2010-01-14T04,-5.41000
rec123,2010-01-14T05,-5.05000
rec123,2010-01-14T06,-4.90000
rec123,2010-01-14T07,-4.73000
rec123,2010-01-14T08,-4.58000
rec123,2010-01-14T09,-4.35000
rec123,2010-01-14T10,-3.70000
rec123,2010-01-14T11,-2.98000
rec123,2010-01-14T12,-2.27000
rec123,2010-01-14T13,-1.53000
rec123,2010-01-14T14,-1.35000
rec123,2010-01-14T15,-1.24000
rec123,2010-01-14T16,-1.67000
rec123,2010-01-14T17,-2.27000
rec123,2010-01-14T18,-2.32000
rec123,2010-01-14T19,-2.26000
rec123,2010-01-14T20,-2.35000
rec123,2010-01-14T21,-2.37000
rec123,2010-01-14T22,-2.34000
rec123,2010-01-14T23,-2.33000
rec123,2010-01-15T00,-2.45000
rec123,2010-01-15T01,-2.52000
rec123,2010-01-15T02,-2.45000
rec123,2010-01-15T03,-2.33000
rec123,2010-01-15T04,-2.31000
rec123,2010-01-15T05,-2.39000
rec123,2010-01-15T06,-2.50000
rec123,2010-01-15T07,-2.56000
rec123,2010-01-15T08,-2.67000
rec123,2010-01-15T09,-2.60000
rec123,2010-01-15T10,-2.08000
rec123,2010-01-15T11,-1.64000
rec123,2010-01-15T12,-0.98000
rec123,2010-01-15T13,-1.49000
rec123,2010-01-15T14,-1.41000
rec123,2010-01-15T15,-1.59000
rec123,2010-01-15T16,-1.69000
rec123,2010-01-15T17,-1.89000
rec123,2010-01-15T18,-2.08000
rec123,2010-01-15T19,-2.08000
rec123,2010-01-15T20,-2.12000
rec123,2010-01-15T21,-2.33000
rec123,2010-01-15T22,-2.43000
rec123,2010-01-15T23,-2.53000
rec123,2010-01-16T00,-2.62000
rec123,2010-01-16T01,-2.69000
rec123,2010-01-16T02,-2.75000
rec123,2010-01-16T03,-2.61000
rec123,2010-01-16T04,-2.65000
rec123,2010-01-16T05,-2.85000
rec123,2010-01-16T06,-2.95000
rec123,2010-01-16T07,-3.05000
rec123,2010-01-16T08,-2.95000
rec123,2010-01-16T09,-3.03000
rec123,2010-01-16T10,-2.72000
rec123,2010-01-16T11,-2.33000
rec123,2010-01-16T12,-1.89000
rec123,2010-01-16T13,-1.48000
rec123,2010-01-16T14,-1.45000
rec123,2010-01-16T15,-1.30000
rec123,2010-01-16T16,-1.90000
rec123,2010-01-16T17,-3.11000
rec123,2010-01-16T18,-4.85000
rec123,2010-01-16T19,-6.08000
rec123,2010-01-16T20,-6.02000
rec123,2010-01-16T21,-6.67000
rec123,2010-01-16T22,-5.71000
rec123,2010-01-16T23,-3.11000
rec123,2010-01-17T00,-2.17000
rec123,2010-01-17T01,-1.31000
rec123,2010-01-17T02,-0.75000
rec123,2010-01-17T03,-0.71000
rec123,2010-01-17T04,-1.20000
rec123,2010-01-17T05,-0.92000
rec123,2010-01-17T06,0.00000
rec123,2010-01-17T07,-0.14000
rec123,2010-01-17T08,-0.04000
rec123,2010-01-17T09,0.14000
rec123,2010-01-17T10,0.70000
rec123,2010-01-17T11,1.25000
rec123,2010-01-17T12,1.58000
rec123,2010-01-17T13,1.90000
rec123,2010-01-17T14,1.72000
rec123,2010-01-17T15,1.66000
rec123,2010-01-17T16,1.59000
rec123,2010-01-17T17,1.87000
rec123,2010-01-17T18,1.99000
rec123,2010-01-17T19,1.95000
rec123,2010-01-17T20,1.75000
rec123,2010-01-17T21,2.35000
rec123,2010-01-17T22,2.62000
rec123,2010-01-17T23,2.45000
rec123,2010-01-18T00,2.37000
rec123,2010-01-18T01,2.27000
rec123,2010-01-18T02,2.24000
rec123,2010-01-18T03,2.30000
rec123,2010-01-18T04,2.34000
rec123,2010-01-18T05,2.06000
rec123,2010-01-18T06,1.79000
rec123,2010-01-18T07,1.82000
rec123,2010-01-18T08,1.79000
rec123,2010-01-18T09,1.91000
rec123,2010-01-18T10,1.96000
rec123,2010-01-18T11,2.49000
rec123,2010-01-18T12,2.49000
rec123,2010-01-18T13,2.52000
rec123,2010-01-18T14,2.68000
rec123,2010-01-18T15,3.07000
rec123,2010-01-18T16,2.68000
rec123,2010-01-18T17,2.36000
rec123,2010-01-18T18,2.52000
rec123,2010-01-18T19,2.29000
rec123,2010-01-18T20,2.36000
rec123,2010-01-18T21,2.37000
rec123,2010-01-18T22,2.12000
rec123,2010-01-18T23,2.08000
rec123,2010-01-19T00,1.92000
rec123,2010-01-19T01,1.86000
rec123,2010-01-19T02,1.89000
rec123,2010-01-19T03,1.71000
rec123,2010-01-19T04,1.29000
rec123,2010-01-19T05,0.96000
rec123,2010-01-19T06,1.00000
rec123,2010-01-19T07,1.22000
rec123,2010-01-19T08,1.23000
rec123,2010-01-19T09,1.27000
rec123,2010-01-19T10,1.16000
rec123,2010-01-19T11,1.36000
rec123,2010-01-19T12,1.39000
rec123,2010-01-19T13,1.65000
rec123,2010-01-19T14,1.99000
rec123,2010-01-19T15,2.17000
rec123,2010-01-19T16,1.71000
rec123,2010-01-19T17,1.48000
rec123,2010-01-19T18,1.23000
rec123,2010-01-19T19,1.20000
rec123,2010-01-19T20,1.10000
rec123,2010-01-19T21,0.96000
rec123,2010-01-19T22,0.81000
rec123,2010-01-19T23,0.35000
rec123,2010-01-20T00,0.11000
rec123,2010-01-20T01,0.19000
rec123,2010-01-20T02,0.21000
rec123,2010-01-20T03,0.14000
rec123,2010-01-20T04,0.17000
rec123,2010-01-20T05,0.19000
rec123,2010-01-20T06,0.24000
rec123,2010-01-20T07,0.30000
rec123,2010-01-20T08,0.18000
rec123,2010-01-20T09,0.18000
rec123,2010-01-20T10,0.61000
rec123,2010-01-20T11,1.00000
rec123,2010-01-20T12,1.51000
rec123,2010-01-20T13,1.84000
rec123,2010-01-20T14,1.75000
rec123,2010-01-20T15,1.68000
rec123,2010-01-20T16,1.76000
rec123,2010-01-20T17,0.73000
rec123,2010-01-20T18,0.52000
rec123,2010-01-20T19,0.42000
rec123,2010-01-20T20,0.12000
rec123,2010-01-20T21,0.00000
rec123,2010-01-20T22,-0.25000
rec123,2010-01-20T23,-0.68000
rec123,2010-01-21T00,-1.09000
rec123,2010-01-21T01,-1.39000
rec123,2010-01-21T02,-1.83000
rec123,2010-01-21T03,-2.18000
rec123,2010-01-21T04,-2.41000
rec123,2010-01-21T05,-2.93000
rec123,2010-01-21T06,-3.41000
rec123,2010-01-21T07,-3.72000
rec123,2010-01-21T08,-3.97000
rec123,2010-01-21T09,-4.45000
rec123,2010-01-21T10,-4.58000
rec123,2010-01-21T11,-4.49000
rec123,2010-01-21T12,-4.49000
rec123,2010-01-21T13,-4.56000
rec123,2010-01-21T14,-4.67000
rec123,2010-01-21T15,-4.83000
rec123,2010-01-21T16,-5.01000
rec123,2010-01-21T17,-5.27000
rec123,2010-01-21T18,-5.53000
rec123,2010-01-21T19,-5.63000
rec123,2010-01-21T20,-5.72000
rec123,2010-01-21T21,-5.67000
rec123,2010-01-21T22,-5.72000
rec123,2010-01-21T23,-5.82000
rec123,2010-01-22T00,-6.05000
rec123,2010-01-22T01,-6.39000
rec123,2010-01-22T02,-6.64000
rec123,2010-01-22T03,-6.75000
rec123,2010-01-22T04,-6.72000
rec123,2010-01-22T05,-6.51000
rec123,2010-01-22T06,-6.40000
rec123,2010-01-22T07,-6.52000
rec123,2010-01-22T08,-6.76000
rec123,2010-01-22T09,-6.80000
rec123,2010-01-22T10,-6.62000
rec123,2010-01-22T11,-6.45000
rec123,2010-01-22T12,-6.17000
rec123,2010-01-22T13,-6.08000
rec123,2010-01-22T14,-5.98000
rec123,2010-01-22T15,-5.92000
rec123,2010-01-22T16,-5.86000
rec123,2010-01-22T17,-5.80000
rec123,2010-01-22T18,-5.62000
rec123,2010-01-22T19,-5.55000
rec123,2010-01-22T20,-5.42000
rec123,2010-01-22T21,-5.22000
rec123,2010-01-22T22,-5.11000
rec123,2010-01-22T23,-5.14000
rec123,2010-01-23T00,-5.15000
rec123,2010-01-23T01,-5.25000
rec123,2010-01-23T02,-5.36000
rec123,2010-01-23T03,-5.53000
rec123,2010-01-23T04,-5.56000
rec123,2010-01-23T05,-5.74000
rec123,2010-01-23T06,-5.76000
rec123,2010-01-23T07,-5.88000
rec123,2010-01-23T08,-6.09000
rec123,2010-01-23T09,-6.04000
rec123,2010-01-23T10,-5.93000
rec123,2010-01-23T11,-5.84000
rec123,2010-01-23T12,-5.68000
rec123,2010-01-23T13,-5.57000
rec123,2010-01-23T14,-5.34000
rec123,2010-01-23T15,-5.20000
rec123,2010-01-23T16,-5.49000
rec123,2010-01-23T17,-5.62000
rec123,2010-01-23T18,-5.32000
rec123,2010-01-23T19,-4.99000
rec123,2010-01-23T20,-4.77000
rec123,2010-01-23T21,-5.26000
rec123,2010-01-23T22,-5.53000
rec123,2010-01-23T23,-5.56000
rec123,2010-01-24T00,-5.60000
rec123,2010-01-24T01,-5.56000
rec123,2010-01-24T02,-5.76000
rec123,2010-01-24T03,-5.91000
rec123,2010-01-24T04,-5.96000
rec123,2010-01-24T05,-6.08000
rec123,2010-01-24T06,-6.20000
rec123,2010-01-24T07,-6.06000
rec123,2010-01-24T08,-5.76000
rec123,2010-01-24T09,-5.50000
rec123,2010-01-24T10,-5.10000
rec123,2010-01-24T11,-4.53000
rec123,2010-01-24T12,-4.49000
rec123,2010-01-24T13,-4.28000
rec123,2010-01-24T14,-4.26000
rec123,2010-01-24T15,-4.15000
rec123,2010-01-24T16,-4.24000
rec123,2010-01-24T17,-4.47000
rec123,2010-01-24T18,-4.59000
rec123,2010-01-24T19,-4.64000
rec123,2010-01-24T20,-4.54000
rec123,2010-01-24T21,-4.46000
rec123,2010-01-24T22,-4.42000
rec123,2010-01-24T23,-4.29000
rec123,2010-01-25T00,-4.21000
rec123,2010-01-25T01,-4.38000
rec123,2010-01-25T02,-4.48000
rec123,2010-01-25T03,-4.68000
rec123,2010-01-25T04,-4.82000
rec123,2010-01-25T05,-4.90000
rec123,2010-01-25T06,-5.02000
rec123,2010-01-25T07,-5.17000
rec123,2010-01-25T08,-5.26000
rec123,2010-01-25T09,-5.16000
rec123,2010-01-25T10,-4.94000
rec123,2010-01-25T11,-4.63000
rec123,2010-01-25T12,-4.04000
rec123,2010-01-25T13,-4.08000
rec123,2010-01-25T14,-3.82000
rec123,2010-01-25T15,-3.86000
rec123,2010-01-25T16,-4.85000
rec123,2010-01-25T17,-5.46000
rec123,2010-01-25T18,-5.73000
rec123,2010-01-25T19,-5.94000
rec123,2010-01-25T20,-6.54000
rec123,2010-01-25T21,-6.90000
rec123,2010-01-25T22,-7.27000
rec123,2010-01-25T23,-7.44000
rec123,2010-01-26T00,-7.53000
rec123,2010-01-26T01,-7.60000
rec123,2010-01-26T02,-7.89000
rec123,2010-01-26T03,-8.15000
rec123,2010-01-26T04,-8.29000
rec123,2010-01-26T05,-8.40000
rec123,2010-01-26T06,-8.49000
rec123,2010-01-26T07,-8.56000
rec123,2010-01-26T08,-8.88000
rec123,2010-01-26T09,-9.43000
rec123,2010-01-26T10,-9.40000
rec123,2010-01-26T11,-9.17000
rec123,2010-01-26T12,-8.70000
rec123,2010-01-26T13,-7.90000
rec123,2010-01-26T14,-7.47000
rec123,2010-01-26T15,-7.65000
rec123,2010-01-26T16,-8.26000
rec123,2010-01-26T17,-10.09000
rec123,2010-01-26T18,-12.25000
rec123,2010-01-26T19,-12.85000
rec123,2010-01-26T20,-13.57000
rec123,2010-01-26T21,-13.67000
rec123,2010-01-26T22,-14.29000
rec123,2010-01-26T23,-15.07000
rec123,2010-01-27T00,-15.36000
rec123,2010-01-27T01,-15.11000
rec123,2010-01-27T02,-16.16000
rec123,2010-01-27T03,-17.17000
rec123,2010-01-27T04,-16.85000
rec123,2010-01-27T05,-17.38000
rec123,2010-01-27T06,-16.78000
rec123,2010-01-27T07,-15.71000
rec123,2010-01-27T08,-14.79000
rec123,2010-01-27T09,-14.06000
rec123,2010-01-27T10,-13.04000
rec123,2010-01-27T11,-11.87000
rec123,2010-01-27T12,-10.54000
rec123,2010-01-27T13,-9.02000
rec123,2010-01-27T14,-7.90000
rec123,2010-01-27T15,-6.28000
rec123,2010-01-27T16,-5.06000
rec123,2010-01-27T17,-4.77000
rec123,2010-01-27T18,-5.15000
rec123,2010-01-27T19,-5.32000
rec123,2010-01-27T20,-4.81000
rec123,2010-01-27T21,-4.51000
rec123,2010-01-27T22,-5.31000
rec123,2010-01-27T23,-4.85000
rec123,2010-01-28T00,-4.81000
rec123,2010-01-28T01,-4.64000
rec123,2010-01-28T02,-4.00000
rec123,2010-01-28T03,-3.67000
rec123,2010-01-28T04,-3.14000
rec123,2010-01-28T05,-2.90000
rec123,2010-01-28T06,-2.10000
rec123,2010-01-28T07,-1.59000
rec123,2010-01-28T08,-0.97000
rec123,2010-01-28T09,-0.69000
rec123,2010-01-28T10,-0.34000
rec123,2010-01-28T11,0.30000
rec123,2010-01-28T12,0.17000
rec123,2010-01-28T13,0.70000
rec123,2010-01-28T14,0.79000
rec123,2010-01-28T15,0.26000
rec123,2010-01-28T16,0.35000
rec123,2010-01-28T17,0.01000
rec123,2010-01-28T18,0.14000
rec123,2010-01-28T19,0.20000
rec123,2010-01-28T20,0.09000
rec123,2010-01-28T21,-0.33000
rec123,2010-01-28T22,-0.23000
rec123,2010-01-28T23,-0.21000
rec123,2010-01-29T00,-0.71000
rec123,2010-01-29T01,-0.67000
rec123,2010-01-29T02,-0.65000
rec123,2010-01-29T03,-0.79000
rec123,2010-01-29T04,-0.74000
rec123,2010-01-29T05,-0.78000
rec123,2010-01-29T06,-0.51000
rec123,2010-01-29T07,-0.37000
rec123,2010-01-29T08,-0.72000
rec123,2010-01-29T09,-0.57000
rec123,2010-01-29T10,-0.13000
rec123,2010-01-29T11,0.56000
rec123,2010-01-29T12,0.73000
rec123,2010-01-29T13,0.82000
rec123,2010-01-29T14,0.72000
rec123,2010-01-29T15,0.58000
rec123,2010-01-29T16,0.47000
rec123,2010-01-29T17,0.50000
rec123,2010-01-29T18,0.08000
rec123,2010-01-29T19,-0.03000
rec123,2010-01-29T20,-0.07000
rec123,2010-01-29T21,-0.05000
rec123,2010-01-29T22,-0.16000
rec123,2010-01-29T23,-0.70000
rec123,2010-01-30T00,-0.99000
rec123,2010-01-30T01,-1.34000
rec123,2010-01-30T02,-1.87000
rec123,2010-01-30T03,-1.84000
rec123,2010-01-30T04,-1.99000
rec123,2010-01-30T05,-2.07000
rec123,2010-01-30T06,-2.34000
rec123,2010-01-30T07,-2.63000
rec123,2010-01-30T08,-3.19000
rec123,2010-01-30T09,-2.95000
rec123,2010-01-30T10,-2.89000
rec123,2010-01-30T11,-2.68000
rec123,2010-01-30T12,-2.38000
rec123,2010-01-30T13,-2.01000
rec123,2010-01-30T14,-1.90000
rec123,2010-01-30T15,-2.22000
rec123,2010-01-30T16,-2.56000
rec123,2010-01-30T17,-3.13000
rec123,2010-01-30T18,-3.69000
rec123,2010-01-30T19,-4.03000
rec123,2010-01-30T20,-4.27000
rec123,2010-01-30T21,-4.67000
rec123,2010-01-30T22,-5.11000
rec123,2010-01-30T23,-5.18000
rec123,2010-01-31T00,-5.20000
rec123,2010-01-31T01,-6.05000
rec123,2010-01-31T02,-6.83000
rec123,2010-01-31T03,-7.65000
rec123,2010-01-31T04,-7.92000
rec123,2010-01-31T05,-8.56000
rec123,2010-01-31T06,-8.63000
rec123,2010-01-31T07,-7.40000
rec123,2010-01-31T08,-5.25000
rec123,2010-01-31T09,-4.24000
rec123,2010-01-31T10,-3.89000
rec123,2010-01-31T11,-3.48000
rec123,2010-01-31T12,-3.09000
rec123,2010-01-31T13,-2.69000
rec123,2010-01-31T14,-2.25000
rec123,2010-01-31T15,-1.57000
rec123,2010-01-31T16,-1.48000
rec123,2010-01-31T17,-2.17000
rec123,2010-01-31T18,-3.02000
rec123,2010-01-31T19,-2.73000
